Test_Battery,Train_Batteries,Seed,GRU_RMSE,GRU_MAE,GRU_MAPE,GRU_R2,LSTM_RMSE,LSTM_MAE,LSTM_MAPE,LSTM_R2,XGB_RMSE,XGB_MAE,XGB_MAPE,XGB_R2,Weighted_RMSE,Weighted_MAE,Weighted_MAPE,Weighted_R2,Stack_EN_RMSE,Stack_EN_MAE,Stack_EN_MAPE,Stack_EN_R2
B0018,"B0005,B0006,B0007",42,2.8048901075314165,1.927074621219446,2.2530247133453467,0.7763016912237922,4.280947844258287,3.8068198780022047,4.855894209772372,0.47891223912164904,2.6181113899145223,2.2415862130646658,2.8052278673716753,0.8051020642525464,2.878224341834918,2.4967838164507787,3.1090825687231014,0.7644515326159673,3.1321406178442444,2.6737250148659886,3.3184557833041923,0.7210582621663443
B0018,"B0005,B0006,B0007",123,2.409430690671557,2.085099701834197,2.6241644627031326,0.834933145629471,3.3604209732826322,2.7807241760858217,3.4337528585961272,0.6789162160985689,2.942680585122349,2.6069012632464417,3.2968323088020868,0.7537834469350488,2.744265961808591,2.3712996599543494,2.9687022377760113,0.7858671007987326,2.5123719720227977,1.8796757613078203,2.263973709796532,0.8205271006678484
B0018,"B0005,B0006,B0007",2024,3.5293466885197553,2.8341825881806932,3.382386626461383,0.6458235816170308,3.7559420586022068,3.299159059430113,4.155880910437446,0.5988851255377906,2.789456208975454,2.4858285129660427,3.1288422029654246,0.7787567166159189,2.6589220276470282,2.0630069987234605,2.4890354824742253,0.7989786417614149,3.04886764256828,2.374330954976601,2.820149639542246,0.735693318724426
B0007,"B0005,B0006,B0018",42,1.7326275952434536,1.455720219298871,1.7106519534408022,0.939084693050672,5.562568087135171,5.0703595015254335,5.889309572209515,0.3721344384804819,2.812667438331466,2.293681847788122,2.869595571980195,0.8394712759325489,2.5853133930512873,2.1187731697860177,2.41359531278592,0.8643741806448392,3.147800630074464,2.8169947714701187,3.3033163393299794,0.798937805306479
B0007,"B0005,B0006,B0018",123,1.4217550413317008,1.0239779061644616,1.278446342837818,0.9589828447443862,1.6104767068213237,1.1666675762538492,1.3484627256948407,0.9473710290487466,3.096260665844792,2.580603829265511,3.2199363184714245,0.8054680168964965,1.189933216019965,0.8339159760256594,1.0167304147033687,0.9712683109119912,1.5439968957969918,1.3219564952989564,1.6018109487307137,0.9516263532814765
B0007,"B0005,B0006,B0018",2024,1.898424627087435,1.5859062584647297,1.9529143024335425,0.9268687997907482,4.960883078780983,4.021457699963646,4.542261912929439,0.5006167565754363,2.9984308496001923,2.457298056052549,3.072981482210086,0.8175667236139474,2.4339353001466066,2.002593371606901,2.2987965342111187,0.879791814478538,2.759254008376655,2.0268313554081603,2.265929399284646,0.845510365003682
