loss,val_loss
0.21034666895866394,0.09167278558015823
0.04463491216301918,0.010047534480690956
0.022398613393306732,0.000984017620794475
0.03263759985566139,0.0012718314537778497
0.016024289652705193,0.0018924562027677894
0.014371215365827084,0.005391676444560289
0.010271457023918629,0.008996110409498215
0.006020798813551664,0.0036773663014173508
0.00938971247524023,0.002894612029194832
0.006527322344481945,0.0028251109179109335
0.006704180967062712,0.0029952803160995245
0.005623687990009785,0.002247552154585719
0.006133323535323143,0.002818621229380369
0.005069650709629059,0.003496127901598811
0.004552185535430908,0.004186022561043501
0.004532766528427601,0.003624088130891323
0.005755303427577019,0.004111632239073515
0.004749653860926628,0.0036266662646085024
