loss,val_loss
0.054794102907180786,0.08747965842485428
0.04013744369149208,0.012317871674895287
0.070831298828125,0.0016601425595581532
0.03078547678887844,0.02023100107908249
0.04903257265686989,0.0020971307530999184
0.0189146026968956,0.024870123714208603
0.038584936410188675,0.02892862819135189
0.03104681335389614,0.007045132573693991
0.01335196103900671,0.0017526318551972508
0.014202676713466644,0.0016506363172084093
0.011288394220173359,0.0019099669298157096
0.011585953645408154,0.003539495402947068
0.019592339172959328,0.002433201763778925
0.011745717376470566,0.0014838145580142736
0.010936196893453598,0.0016449245158582926
0.012718071229755878,0.0022104578092694283
0.01395846251398325,0.002740850206464529
0.009284243918955326,0.002831855555996299
0.007969348691403866,0.0017822650261223316
0.007208149880170822,0.0018621458439156413
0.0054248422384262085,0.004499403759837151
0.006494220811873674,0.006992961745709181
0.0064119561575353146,0.004565713461488485
0.0035848477855324745,0.002911090385168791
0.00843933504074812,0.004235437139868736
0.008222430013120174,0.0064071472734212875
0.00597335072234273,0.0056703160516917706
0.006787802558392286,0.0038957910146564245
0.01010270044207573,0.0019675197545439005
