loss,val_loss
0.11592131108045578,0.23957307636737823
0.05437462031841278,0.012897217646241188
0.03272351250052452,0.0018341030227020383
0.029400529339909554,0.00505154300481081
0.024392908439040184,0.003538298886269331
0.020366648212075233,0.011112060397863388
0.017126843333244324,0.020541314035654068
0.01857604645192623,0.00900820828974247
0.0149718401953578,0.0037004563491791487
0.012238451279699802,0.0042289732955396175
0.010792349465191364,0.0073088970966637135
0.008611218072474003,0.00868364330381155
0.008465527556836605,0.007039898075163364
0.009178458712995052,0.005639481358230114
0.009848819114267826,0.008325964212417603
0.008768930099904537,0.015836073085665703
0.009978476911783218,0.016831573098897934
0.008561518974602222,0.011725077405571938
