loss,val_loss
0.06754625588655472,0.0062400465831160545
0.0275882575660944,0.006264369934797287
0.016243066638708115,0.007946684956550598
0.0074752578511834145,0.007794299628585577
0.010408177971839905,0.012820238247513771
0.007315757684409618,0.003249597270041704
0.006801105570048094,0.0003977300366386771
0.008519195951521397,0.006071623880416155
0.006904902867972851,0.004629674833267927
0.00707525247707963,0.0022944267839193344
0.006468649487942457,0.0032355457078665495
0.005844897590577602,0.0007417318411171436
0.005518867634236813,0.001451081596314907
0.0055321138352155685,0.002919525373727083
0.0035176139790564775,0.0012980485334992409
0.0036799174267798662,0.001962101086974144
0.006450349930673838,0.002541844267398119
0.005967085715383291,0.0017162739532068372
0.004327347036451101,0.0012666856637224555
0.003716782433912158,0.0027405880391597748
0.005202654283493757,0.0008989195339381695
0.004463620018213987,0.0009271829039789736
